Calendar Year,County,Number of Retail Locations,Non-Ethanol Gasoline Sales (in gallons),Ethanol Gasoline Sales (in gallons),Clear and Dyed Diesel Sales (in gallons),Clear and Dyed Biodiesel Sales (in gallons),Pure Biodiesel Sales (in gallons),Biofuel Distribution Percentage
2023,Des Moines,21.0,1351326,15571661,1440338,1392456.0,1977496.0,12.0
2023,Dickinson,24.0,1925157,7752474,915004,741810.0,1012277.0,10.0
2023,Dubuque,47.0,5618957,37405618,3044506,14910891.0,5475543.0,13.0
2023,Emmet,12.0,530433,4779602,2702361,770392.0,750870.0,14.0
2023,Fayette,16.0,702515,6303650,431467,1337216.0,985651.0,14.0
2023,Floyd,13.0,601643,8108482,3032922,7238216.0,2164950.0,25.0
2023,Franklin,8.0,899889,3599756,1250013,1584978.0,766095.0,17.0
2023,Fremont,8.0,1132060,6383424,1294585,14340136.0,2755261.0,37.0
2023,Greene,12.0,219311,3450021,1294153,941266.0,474334.0,13.0
2023,Grundy,11.0,548921,4698254,1668542,2021507.0,609704.0,12.0
2023,Guthrie,14.0,819507,5069783,608837,4183632.0,1246311.0,21.0
2023,Hamilton,16.0,534410,9296360,2474429,17155198.0,3748612.0,38.0
2023,Hancock,11.0,519861,3831359,4177400,1189967.0,679382.0,16.0
2023,Hardin,21.0,667914,6826675,5109237,1370840.0,1008948.0,13.0
2023,Harrison,12.0,593780,5187547,1326577,658786.0,640823.0,11.0
2023,Henry,18.0,1240946,17830717,3106385,6654680.0,3081000.0,16.0
2023,Howard,13.0,764716,4499076,1740740,1787994.0,780150.0,15.0
2023,Humboldt,11.0,486325,4079151,3534591,428066.0,540129.0,12.0
2023,Ida,11.0,663271,3219593,1391188,894737.0,491152.0,13.0
2023,Iowa,32.0,1435244,9948225,6671105,1245798.0,1223868.0,11.0
2023,Jackson,15.0,729979,6564574,400177,2389312.0,1156320.0,16.0
2023,Jasper,29.0,1995156,17494918,1033382,17158213.0,4742767.0,24.0
2023,Jefferson,12.0,782270,4749425,520037,1271531.0,750158.0,14.0
2023,Johnson,41.0,5423165,34203068,3546431,2064401.0,4043845.0,10.0
2023,Jones,10.0,788853,6070028,1834608,1296258.0,791072.0,12.0
2023,Keokuk,9.0,431933,3914871,1981424,980874.0,594856.0,14.0
2023,Kossuth,17.0,438183,5429928,2880918,153769.0,663451.0,11.0
2023,Lee,23.0,1349336,12379765,4530706,198858.0,1282317.0,9.0
2023,Linn,87.0,10923319,77540343,8996504,25561062.0,13161072.0,15.0
2023,Louisa,7.0,387788,2286715,872062,509214.0,313700.0,12.0
2023,Lucas,9.0,412452,2653593,2180285,637640.0,382277.0,12.0
2023,Lyon,12.0,499139,4540256,3213391,396840.0,519157.0,10.0
2023,Madison,8.0,738472,10436275,42985386,1721938.0,1485222.0,13.0
2023,Mahaska,11.0,634443,7456868,271884,267666.0,796810.0,10.0
2023,Marion,18.0,1598783,11918559,2969843,1635976.0,1610063.0,12.0
2023,Marshall,20.0,1802228,11219460,68204,3547246.0,1714533.0,13.0
2023,Mills,9.0,685715,6877641,2288086,7031942.0,2056572.0,27.0
2023,Mitchell,9.0,378244,3192655,2746679,398406.0,526221.0,15.0
2023,Monona,9.0,509290,4115411,1836369,782592.0,572282.0,12.0
2023,Monroe,0.0,319480,2584869,0,175230.0,283370.0,10.0
2023,Montgomery,10.0,567902,4180657,1608146,1750020.0,653191.0,14.0
2023,Muscatine,18.0,1210592,13402928,1027855,3426872.0,2157016.0,15.0
2023,O'Brien,17.0,606518,5186369,2954127,175628.0,683768.0,12.0
2023,Osceola,9.0,200534,2503450,3852146,800698.0,369059.0,14.0
2023,Page,7.0,430172,3291610,534223,130406.0,373424.0,10.0
2023,Palo Alto,10.0,256340,2939377,1847220,1048626.0,532053.0,17.0
2023,Plymouth,18.0,1936057,12760245,17016457,6022177.0,2451880.0,17.0
2023,Pocahontas,10.0,585152,4969368,12210531,401868.0,658168.0,12.0
2023,Polk,171.0,24967785,160852060,14461693,54114721.0,26959518.0,15.0
2023,Pottawattamie,44.0,5377470,41482799,6865746,36167524.0,10041993.0,21.0
2023,Poweshiek,18.0,844073,7351868,276443,16321182.0,2947146.0,36.0
2023,Ringgold,8.0,233019,2034762,650118,1234282.0,479970.0,21.0
2023,Sac,14.0,434238,4358625,1310819,2404384.0,783430.0,16.0
2023,Scott,87.0,11725935,93457579,8551341,58809861.0,20042422.0,19.0
2023,Shelby,7.0,358873,3267234,4414514,2312087.0,665494.0,18.0
2023,Sioux,28.0,2867127,12185595,16546153,985261.0,1593989.0,11.0
2023,Story,36.0,4175521,24881692,1634223,11826188.0,4446161.0,15.0
2023,Tama,17.0,789018,7196171,942592,4418811.0,1338486.0,17.0
2023,Taylor,8.0,213318,1991432,1280032,394855.0,320119.0,15.0
2023,Union,11.0,586684,4764663,574783,996358.0,786556.0,15.0
2023,Van Buren,6.0,111547,1801878,842684,95459.0,270038.0,14.0
2023,Wapello,24.0,2074571,15029547,884190,7564994.0,2559137.0,15.0
2023,Warren,24.0,2036918,15213712,2611049,1560562.0,1779602.0,10.0
2023,Washington,14.0,1225528,6838857,4709002,4620806.0,1203520.0,15.0
2023,Wayne,7.0,166862,1981485,1084368,226061.0,243891.0,11.0
2023,Webster,31.0,1499294,15369574,1050229,4953314.0,2563149.0,15.0
2023,Winnebago,10.0,427512,3897288,1658778,579195.0,623480.0,14.0
2023,Winneshiek,17.0,1035428,7989661,7180487,1140329.0,1118297.0,12.0
2023,Woodbury,46.0,4873121,37316837,8433333,18976758.0,7029532.0,17.0
2023,Worth,6.0,242011,2292708,1337216,109532.0,266154.0,11.0
2023,Wright,13.0,617302,4196355,2907104,258528.0,481715.0,10.0
2024,Adair,10.0,895851,3790735,2436266,728490.0,540783.0,12.0
2024,Adams,0.0,188155,836878,121449,98831.0,120401.0,12.0
2024,Allamakee,18.0,923224,5551002,2159555,1264688.0,968765.0,15.0
2024,Appanoose,13.0,792131,4902573,1982821,648289.0,752489.0,13.0
2024,Audubon,6.0,226034,2061341,2629564,520260.0,279088.0,12.0
2024,Benton,25.0,1533438,9345602,2054542,3118310.0,1552609.0,14.0
2024,Black Hawk,66.0,6904633,49596517,2935761,22027913.0,10132955.0,18.0
2024,Boone,12.0,973855,7388435,1878928,509154.0,881149.0,11.0
2024,Bremer,13.0,1703424,8624524,1480529,2011415.0,1391486.0,13.0
2024,Buchanan,14.0,1144234,6911214,4352410,1660141.0,1133256.0,14.0
2024,Buena Vista,25.0,1143059,8049144,2758575,1283238.0,2018595.0,21.0
2024,Butler,13.0,840192,4909032,1632566,748831.0,710981.0,12.0
2024,Calhoun,15.0,356530,4246808,2270316,1987481.0,870470.0,18.0
2024,Carroll,26.0,1398550,9187252,13245592,550745.0,1202668.0,11.0
2024,Cass,10.0,836942,6382719,5024066,539685.0,856601.0,12.0
2024,Cedar,16.0,1122072,8235774,3891669,12475954.0,2946472.0,31.0
2024,Cerro Gordo,29.0,3351959,22234553,7265465,16337167.0,5592339.0,22.0
2024,Cherokee,12.0,672245,3678922,899674,1087803.0,933701.0,20.0
2024,Chickasaw,11.0,1769252,5718855,7515647,2681393.0,1033762.0,14.0
2024,Clarke,12.0,1414424,5363342,2628186,8846359.0,2243424.0,33.0
2024,Clay,19.0,672228,5972583,1897369,644843.0,955487.0,14.0
2024,Clayton,21.0,1260419,6428715,2070147,1869858.0,1180296.0,15.0
2024,Clinton,31.0,1798282,20405143,4312883,4000813.0,3006666.0,14.0
2024,Crawford,11.0,599978,4320076,2276905,1366706.0,596680.0,12.0
2024,Dallas,52.0,7749638,43582786,7245879,10092599.0,7089598.0,14.0
2024,Davis,0.0,304243,1948523,227833,138115.0,225765.0,10.0
2024,Decatur,0.0,227128,1524464,1138811,123494.0,225477.0,13.0
2024,Delaware,13.0,1396947,5419867,4666500,2311623.0,1054466.0,15.0
2024,Des Moines,22.0,1554635,14818799,1761987,893630.0,1911543.0,12.0
2024,Dickinson,23.0,1666084,8889876,963379,844339.0,1195738.0,11.0
2024,Dubuque,50.0,5743115,37502516,2329022,14583122.0,5617485.0,13.0
2024,Emmet,9.0,492787,4266536,2022385,770256.0,691877.0,15.0
2024,Fayette,15.0,579482,6364669,436704,1347414.0,1050638.0,15.0
2024,Floyd,13.0,636835,8077403,3472699,7751086.0,2342999.0,27.0
2024,Franklin,11.0,762903,5687771,4147884,2618410.0,1244064.0,19.0
2024,Fremont,8.0,203407,3813371,1671709,9964065.0,2029413.0,51.0
2024,Greene,11.0,304377,3544913,1261527,900708.0,481052.0,12.0
2024,Grundy,11.0,629438,4795811,1631670,2194126.0,659049.0,12.0
2024,Guthrie,14.0,1202207,6122239,962445,3875377.0,1399447.0,19.0
2024,Hamilton,15.0,535815,7962324,2108218,17010739.0,3792642.0,45.0
2024,Hancock,11.0,621326,3795937,3887868,1072318.0,693217.0,16.0
2024,Hardin,22.0,1412718,9831473,3920674,3027960.0,1741387.0,15.0
2024,Harrison,16.0,932383,6982647,4242049,525018.0,855315.0,11.0
2024,Henry,21.0,1347921,16191601,2274293,6232797.0,2948541.0,17.0
2024,Howard,11.0,1000307,4166488,1462921,1652330.0,745367.0,14.0
2024,Humboldt,9.0,500155,3260081,1738814,399179.0,460451.0,12.0
2024,Ida,9.0,1270674,2734161,2243858,404426.0,795107.0,18.0
2024,Iowa,31.0,2142771,12203852,5650332,2365185.0,1756739.0,12.0
2024,Jackson,15.0,805712,6543284,503424,2578033.0,1228965.0,17.0
2024,Jasper,30.0,2569683,17438591,1559678,18711912.0,5220502.0,26.0
2024,Jefferson,15.0,1035875,5511539,1329495,1184155.0,880882.0,13.0
2024,Johnson,58.0,8334476,44117554,4870293,4525329.0,5998699.0,11.0
2024,Jones,10.0,878208,5850813,1584047,1267692.0,825287.0,12.0
2024,Keokuk,12.0,497079,4312931,3230749,1392485.0,775577.0,16.0
2024,Kossuth,16.0,529531,5455085,2831716,135142.0,664611.0,11.0
2024,Lee,23.0,1361578,12476882,4805366,182454.0,1322806.0,10.0
2024,Linn,93.0,13472724,81731011,13029476,23647374.0,14621484.0,15.0
2024,Louisa,8.0,440145,2815810,1153495,513127.0,443599.0,14.0
2024,Lucas,7.0,632134,2278011,1917334,833537.0,417609.0,14.0
2024,Lyon,14.0,687198,5222238,3025016,760713.0,699917.0,12.0
2024,Madison,12.0,1015292,7984334,19651697,1030892.0,1153369.0,13.0
2024,Mahaska,13.0,949327,8890582,1654290,1235706.0,1152178.0,12.0
2024,Marion,15.0,1783857,12003973,4032139,1670861.0,1806772.0,13.0
2024,Marshall,20.0,2061572,11574281,226720,3837073.0,1873968.0,14.0
2024,Mills,10.0,831515,6828486,3846197,6479083.0,2000750.0,26.0
2024,Mitchell,8.0,401837,2667486,279681,362380.0,458262.0,15.0
2024,Monona,11.0,673445,4058039,2004466,1078844.0,932903.0,19.0
2024,Monroe,0.0,402259,2882250,128160,462248.0,397451.0,12.0
2024,Montgomery,8.0,635414,3898274,62443004,303757.0,532146.0,12.0
2024,Muscatine,23.0,1915553,18063541,905207,4529301.0,3310480.0,17.0
2024,O'Brien,20.0,806804,6840159,5540761,965959.0,1214901.0,16.0
2024,Osceola,8.0,446407,2275462,2829735,815659.0,358245.0,13.0
2024,Page,8.0,523786,3925598,1509307,625452.0,539548.0,12.0
2024,Palo Alto,12.0,306384,3466067,2368681,1577679.0,657782.0,17.0
2024,Plymouth,17.0,2207720,12599059,16376691,5700585.0,2497002.0,17.0
2024,Pocahontas,10.0,744688,5655194,13577845,360438.0,762594.0,12.0
2024,Polk,222.0,33573256,190586099,18651294,56752738.0,33666225.0,15.0
2024,Pottawattamie,53.0,8125168,43262816,14973766,44211441.0,12197788.0,24.0
2024,Poweshiek,21.0,1424422,9041544,1559510,20217024.0,4364311.0,42.0
2024,Ringgold,7.0,615895,2618169,805639,1415726.0,632748.0,20.0
2024,Sac,13.0,471071,4342224,2299538,958835.0,728193.0,15.0
2024,Scott,109.0,6141235,106771182,11793402,61157707.0,23383896.0,21.0
2024,Shelby,12.0,578305,5106249,4159376,2918930.0,1028464.0,18.0
2024,Sioux,26.0,2860586,13440952,16068667,1150470.0,1950546.0,12.0
2024,Story,45.0,6518773,32346838,2646936,13790044.0,6507943.0,17.0
2024,Tama,19.0,911684,7491532,1343806,4588629.0,1423456.0,17.0
2024,Taylor,7.0,256982,1789370,1208168,431001.0,322830.0,16.0
2024,Union,10.0,626354,4970262,655508,1230100.0,860915.0,15.0
2024,Van Buren,7.0,145610,2039573,641663,170881.0,327798.0,14.0
2024,Wapello,25.0,2375306,15457047,6923479,3089058.0,2307359.0,13.0
2024,Warren,28.0,3203678,18642079,604987,2885322.0,2764754.0,13.0
2024,Washington,18.0,1620974,8945172,6948011,4097922.0,1617890.0,15.0
2024,Wayne,8.0,371884,1878660,1566623,340323.0,306093.0,14.0
2024,Webster,28.0,1706561,14383177,1213469,4322313.0,2433129.0,15.0
2024,Winnebago,13.0,582020,3983031,1887780,629933.0,655249.0,14.0
2024,Winneshiek,16.0,976372,8003535,6980293,1069381.0,1108217.0,12.0
2024,Woodbury,55.0,7032420,41627562,8439277,26060917.0,10970114.0,22.0
2024,Worth,8.0,445045,3579374,1521038,155534.0,550890.0,14.0
2024,Wright,13.0,731591,6165877,2824246,235307.0,738777.0,11.0
